id,title,slug,subtitle,description,content_type,thumbnail_url,banner_url,visibility,access_level,category_id,author_id,featured,published,published_at,created_at,updated_at,curator_release,release_at,requires_membership,membership_tier,pdf_bucket,pdf_path,signed_url_required,access_expires_minutes,search_vector,tenant_id,workspace_id
0ac14d3f-098c-457b-ae82-ea0a1b7aa630,Primeiro Relatório,primeiro-relatorio,null,null,pdf,null,null,null,null,null,null,false,true,null,2026-05-25 12:44:25.093874+00,2026-05-25 12:44:25.093874+00,false,null,true,premium,pdfs,primeiro-relatorio.pdf,true,5,'primeiro':1 'relatório':2,null,null
